Ontario corporation number,"Incorporation date (year, month, day)",Co-operative name,Cooperative type,Suite number,Street number,Street name,P.O. box / RR# / other,City / town,Provincial code,Country code,Postal code
218295,19681219,Blue Water Milk Transport Co-Operative,Milk Transport Co-operatives,"<abbr title=""not available"">N/A</abbr>","<abbr title=""not available"">N/A</abbr>",Regional Road 3,"<abbr title=""not available"">N/A</abbr>",Ilderton,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",N0M 2A0 
219733,19690203,Chemical Valley Co-Operative Limited,"<abbr title=""not available"">N/A</abbr>","<abbr title=""not available"">N/A</abbr>",291,"Kathleen <abbr title=""Street"">St</abbr>","<abbr title=""not available"">N/A</abbr>",Sarnia,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",N7T 1E4
224587,19700615,"Thunder Bay Bookshop Co-Operative <abbr title=""Incorporated"">Inc.</abbr>","<abbr title=""not available"">N/A</abbr>","<abbr title=""not available"">N/A</abbr>",182,"South Algoma <abbr title=""Street"">St</abbr>","<abbr title=""not available"">N/A</abbr>",Thunder Bay,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",P7B 3B9 
227579,19691001,Co-Operative Health Services Of Ontario,"<abbr title=""not available"">N/A</abbr>","<abbr title=""not available"">N/A</abbr>","<abbr title=""not available"">N/A</abbr>","<abbr title=""Rural Route"">R.R.</abbr> #2","<abbr title=""not available"">N/A</abbr>",Renfrew,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",K7V 3Z5
233598,19720324,The Bettye Hyde Co-Operative Nursery School,Childcare Co-operatives,"<abbr title=""not available"">N/A</abbr>",43,Blackburn Avenue,"<abbr title=""not available"">N/A</abbr>",Ottawa,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",K1N 8A4 
238826,19710406,Co-Operative Parc Beausoleil Limited,Housing Co-operatives,79,10,"Heney <abbr title=""Street"">St</abbr>","<abbr title=""not available"">N/A</abbr>",Ottawa Ontario,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",K1N 5V4 
239328,19701223,"Twin Pine Village Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Housing Co-operatives,301,1233,Sandford Street,"<abbr title=""not available"">N/A</abbr>",London,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",N5V 2J8 
239411,19701202,The London Co-Operative Store,Service Co-operatives,"<abbr title=""not available"">N/A</abbr>",621,Princess Avenue,"<abbr title=""not available"">N/A</abbr>",London,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",N5W 3L9 
241946,19710423,"Hamilton & District Council Of Co-Operative Preschools <abbr title=""Corporation"">Corp.</abbr>",Childcare Co-operatives,"<abbr title=""not available"">N/A</abbr>",1171,Upper James Street,Unit 8,Hamilton,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",L9C 3B2 
245412,19710813,Quality Swine Co-Operative Of Ontario,Service Co-operatives,"<abbr title=""not available"">N/A</abbr>","<abbr title=""not available"">N/A</abbr>",Concession 3 South Part Lot 6,"Box 53 <abbr title=""Regional Road"">R.R.</abbr> #1",Shedden,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",N0L 2E0 
245521,19711210,York University Co-Operative Daycare Centre,Childcare Co-operatives,128,90,Atkinson Road,"<abbr title=""not available"">N/A</abbr>",Toronto,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",M3J 2S5 
246539,19711018,Ashworth Square Co-Operative,Housing Co-operatives,101,3180,Kirwin Avenue,"<abbr title=""not available"">N/A</abbr>",Mississauga,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",L5A 2K7 
248766,19720621,"Nottinghill Co-Operative Preschool <abbr title=""Incorporated"">Inc.</abbr>",Childcare Co-operatives,"<abbr title=""not available"">N/A</abbr>",1469,Nottinghill Gate,"<abbr title=""not available"">N/A</abbr>",Oakville,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",L6M 1X7 
251720,19720313,Alexandra Park Co-Operative,Housing Co-operatives,100,25,Eden Place,"<abbr title=""not available"">N/A</abbr>",Toronto,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",M5T 2V6 
251782,19720105,Forward 9 Community Development Co-Operative,Housing Co-operatives,"<abbr title=""not available"">N/A</abbr>",2258,Queen Street East,Office,Toronto,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",M4E 1G4 
253548,19720503,Des Jardins Co-Operative D�Appartements Limited,Housing Co-operatives,"<abbr title=""not available"">N/A</abbr>",100,Empress Avenue,"<abbr title=""not available"">N/A</abbr>",Ottawa,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",K1R 7S6 
255493,19720823,Park Royal Co-Operative Nursery School,Childcare Co-operatives,"<abbr title=""not available"">N/A</abbr>",2425,Truscott Drive,Park Royal Plaza P O Box 40027,Mississauga,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",L5J 2B4 
256375,19720516,"Karma Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Consumer Co-operatives,"<abbr title=""not available"">N/A</abbr>",739,Palmerston Avenue,"<abbr title=""not available"">N/A</abbr>",Toronto,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",M6G 2R3 
257661,19720720,Ontario Flower Growers Co-Operative Limited,Marketing Co-operatives,"<abbr title=""not available"">N/A</abbr>",910,"Midway <abbr title=""Boulevard"">Blvd</abbr>","<abbr title=""not available"">N/A</abbr>",Mississauga,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",L5T 1T9 
259542,19720928,Cordova Co-Operative Homes,Housing Co-operatives,"<abbr title=""not available"">N/A</abbr>",650,"Gladfern <abbr title=""Street"">St</abbr>",Unit 71,Oshawa,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",L1K 1K7 
263625,19740329,Dryden Nursery School Co-Operative,Childcare Co-operatives,"<abbr title=""not available"">N/A</abbr>",289,Wice Road,Room 150,Dryden,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",P8N 3H6
263783,19730928,Pinecrest Co-Operative Nursery School,Childcare Co-operatives,"<abbr title=""not available"">N/A</abbr>",930,Watson Street,"<abbr title=""not available"">N/A</abbr>",Ottawa,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",K2B 6B9 
270844,19730706,"New Toronto Nursery Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Childcare Co-operatives,"<abbr title=""not available"">N/A</abbr>",153,Lakeshore Drive,"<abbr title=""not available"">N/A</abbr>",Etobicoke,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",M8V 2A1 
272144,19730704,Play Time Co-Operative Nursery School (Barrie) Incorporated,Childcare Co-operatives,"<abbr title=""not available"">N/A</abbr>",54,Ross Street,"<abbr title=""not available"">N/A</abbr>",Barrie,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",L4N 1G3 
274654,19730731,Chadwick Towers Co-Operative,Housing Co-operatives,100,532,Dawes Road,"<abbr title=""not available"">N/A</abbr>",Toronto,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",M4B 3L2 
275240,19730822,"German Mills Co-Op Nursery School <abbr title=""Incorporated"">Inc.</abbr>",Childcare Co-operatives,"<abbr title=""not available"">N/A</abbr>",80,German Mills Road,"<abbr title=""not available"">N/A</abbr>",Thornhill,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",L3T 4H7 
275408,19731128,"Don Area Co-Operative Homes <abbr title=""Incorporated"">Inc.</abbr>",Housing Co-operatives,"<abbr title=""not available"">N/A</abbr>",255,Carlton Street,"<abbr title=""not available"">N/A</abbr>",Toronto,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",M5A 2L4 
277810,19731102,Schomberg Cooperative Nursery School,Childcare Co-operatives,"<abbr title=""not available"">N/A</abbr>",91,Proctor Road,"<abbr title=""Post Office"">P.O.</abbr> Box 112",Schomberg,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",L0G 1T0 
279527,19740108,"Belvoir Co-Operative Nursery School <abbr title=""Incorporated"">Inc.</abbr>",Childcare Co-operatives,"<abbr title=""not available"">N/A</abbr>",634,Longfield Street,Unit 4,Mount Brydges,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",N0L 1W0 
279597,19731125,The John Bruce Village Co-Operative,Housing Co-operatives,D9,18,Elm Grove Avenue,"<abbr title=""not available"">N/A</abbr>",Toronto,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",M6K 2J1 
280002,19740124,Spring Green Co-Operative,Farming and Supply Co-operatives,"<abbr title=""not available"">N/A</abbr>",545,Marsh Road,"<abbr title=""Regional Road"">R.R.</abbr> #3",Pembroke,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",K8A 6W4 
280181,19740115,Castlegreen Co-Operative,Housing Co-operatives,"<abbr title=""not available"">N/A</abbr>",213,Castlegreen Drive,"<abbr title=""not available"">N/A</abbr>",Thunder Bay,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",P7A 7W4 
281369,19740315,Riverdale Co-Operative Houses,Housing Co-operatives,"<abbr title=""not available"">N/A</abbr>",1363,Queen Street East,Office,Toronto,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",M4L 1C7 
284988,19740322,Dufferin Grove Housing Co-Operative Corporation,Housing Co-operatives,7,28,Melbourne Avenue,"<abbr title=""not available"">N/A</abbr>",Toronto,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",M6K 1K5 
285197,19740329,"<abbr title=""Saint"">St.</abbr> Cuthbert�s Co-Operative Nursery School Incorporated",Childcare Co-operatives,"<abbr title=""not available"">N/A</abbr>",1451,Oakhill Drive,"<abbr title=""not available"">N/A</abbr>",Oakville,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",L6J 6N8 
285968,19740329,"<abbr title=""Saint"">St.</abbr> David�s Co-Operative Nursery School",Childcare Co-operatives,"<abbr title=""not available"">N/A</abbr>",369,Thorold Road West,"<abbr title=""not available"">N/A</abbr>",Welland,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",L3C 3W4 
286674,19740611,"Campus Community Co-Operative Day Care Centre, <abbr title=""Incorporated"">Inc.</abbr>",Childcare Co-operatives,"<abbr title=""not available"">N/A</abbr>",124,Devonshire Place,"<abbr title=""not available"">N/A</abbr>",Toronto,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",M5S 2C9 
287094,19750115,"Cliffside Day Care Co-Operative <abbr title=""Incorporated"">Inc.</abbr>","<abbr title=""not available"">N/A</abbr>","<abbr title=""not available"">N/A</abbr>",70,"Colonial <abbr title=""Avenue""=Ave.</abr>","<abbr title=""not available"">N/A</abbr>",Scarborough,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",M1M 2C2
287261,19740425,Charnwood Co-Operative Nursery School Corporation,Childcare Co-operatives,"<abbr title=""not available"">N/A</abbr>",228,Chartwell Road,"<abbr title=""not available"">N/A</abbr>",Oakville,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",L6J 3Z8 
287769,19740329,"<abbr title=""Saint"">St.</abbr> Elizabeth�s Co-Operative Nursery School",Childcare Co-operatives,"<abbr title=""not available"">N/A</abbr>",5324,Bromley Road,"<abbr title=""not available"">N/A</abbr>",Burlington,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",L7L 3G6 
288218,19740617,"Kew Beach Day Care Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Childcare Co-operatives,"<abbr title=""not available"">N/A</abbr>",101,Kippendavie Avenue,"<abbr title=""not available"">N/A</abbr>",Toronto,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",M4L 3R3 
288677,19740517,"Newmarket Co-Operative Nursery School <abbr title=""Incorporated"">Inc.</abbr>",Childcare Co-operatives,"<abbr title=""not available"">N/A</abbr>",443,Park Avenue,"<abbr title=""not available"">N/A</abbr>",Newmarket,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",L3Y 1V9 
288825,19740906,Wood Tree Co-Operative Incorporated,Housing Co-operatives,"<abbr title=""not available"">N/A</abbr>",1488,Davenport Road,"<abbr title=""not available"">N/A</abbr>",Toronto,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",M6H 2H8 
289646,19740702,"Simcoe Early Education And Development Services Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Childcare Co-operatives,"<abbr title=""not available"">N/A</abbr>",89,Edgehill Drive,"<abbr title=""not available"">N/A</abbr>",Barrie,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",L4N 5W1 
289790,19740730,Dundas Valley Co-Operative Preschool Incorporated,Childcare Co-operatives,"<abbr title=""not available"">N/A</abbr>",86,Cameron Avenue,"<abbr title=""not available"">N/A</abbr>",Dundas,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",L9H 1P8 
290623,19740904,"Erin Mills Co-Operative Nursery School <abbr title=""Incorporated"">Inc.</abbr>",Childcare Co-operatives,"<abbr title=""not available"">N/A</abbr>",2264,Council Ring Road,"<abbr title=""not available"">N/A</abbr>",Mississauga,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",L5L 1B7 
291070,19740716,"Greenbrook Co-Operative Preschool <abbr title=""Incorporated"">Inc.</abbr>",Childcare Co-operatives,"<abbr title=""not available"">N/A</abbr>","<abbr title=""not available"">N/A</abbr>","<abbr title=""not available"">N/A</abbr>","<abbr title=""Regional Road"">R.R.</abbr> #2",Petersburg,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",N0B 2H0 
291096,19740827,"Arnprior Co-Operative Nursery School <abbr title=""Incorporated"">Inc.</abbr>",Childcare Co-operatives,"<abbr title=""not available"">N/A</abbr>","<abbr title=""not available"">N/A</abbr>",Station Main,Box 567,Arnprior,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",K7S 3T8 
291228,19740708,"Innex Community Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Housing Co-operatives,"<abbr title=""not available"">N/A</abbr>",20,Sussex Avenue,"<abbr title=""not available"">N/A</abbr>",Toronto,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",M5S 1J5 
291871,19740906,"Campus Child Care Co-Operative Of Guelph <abbr title=""Incorporated"">Inc.</abbr>",Childcare Co-operatives,"<abbr title=""not available"">N/A</abbr>",2,South Ring RoadWest,"<abbr title=""not available"">N/A</abbr>",Guelph,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",N1G 4Y2 
291922,19740715,"Etobicoke Consumer Co-Operative <abbr title=""Limited"">Ltd.</abbr>","<abbr title=""not available"">N/A</abbr>","<abbr title=""not available"">N/A</abbr>",2,35<sup>th</sup> Street,"<abbr title=""not available"">N/A</abbr>",Toronto,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",M8W 3J7 
292230,19740906,"Thunder Bay Co-Operative Nursery School <abbr title=""Incorporated"">Inc.</abbr>",Childcare Co-operatives,"<abbr title=""not available"">N/A</abbr>",360,Black Bay Road,"<abbr title=""not available"">N/A</abbr>",Thunder Bay,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",P7A 1P5 
292545,19740828,"Hansel & Gretel Co-Operative Preschool Of Hamilton <abbr title=""Incorporated"">Inc.</abbr>",Childcare Co-operatives,"<abbr title=""not available"">N/A</abbr>",47,Ottawa Street South,"<abbr title=""not available"">N/A</abbr>",Hamilton,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",L8E 4P5 
292957,19740918,"Gingerbread House Co-Operative Preschool <abbr title=""Corporation"">Corp.</abbr>",Childcare Co-operatives,"<abbr title=""not available"">N/A</abbr>",400,"Stevenson <abbr title=""Street North"">St N</abbr>","<abbr title=""not available"">N/A</abbr>",Guelph,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",N1E 5C3
293592,19740821,Stirling Co-Operative Nursery School Incorporated,Childcare Co-operatives,"<abbr title=""not available"">N/A</abbr>",104,"Church <abbr title=""Street"">St</abbr>","<abbr title=""not available"">N/A</abbr>",Stirling,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",K0K 3E0 
293748,19740830,"Main-Gerrard Community Development Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Housing Co-operatives,"<abbr title=""not available"">N/A</abbr>",180 MAIN,Main Street,"<abbr title=""not available"">N/A</abbr>",Toronto,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",M4E 2W1 
293963,19741018,"Wyoming Wee Ones Co-Operative Nursery <abbr title=""Incorporated"">Inc.</abbr>",Childcare Co-operatives,"<abbr title=""not available"">N/A</abbr>",554,Main Street,"<abbr title=""not available"">N/A</abbr>",Wyoming,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",N0N 1T0 
294039,19741030,Bain Apartments Co-Operative Incorporated,Housing Co-operatives,29A,100,Bain Avenue,"<abbr title=""not available"">N/A</abbr>",Toronto,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",M4K 1E8 
294302,19741015,"Paris Co-Operative Preschool <abbr title=""Incorporated"">Inc.</abbr>",Childcare Co-operatives,"<abbr title=""not available"">N/A</abbr>",48,Broadway Street West,"<abbr title=""not available"">N/A</abbr>",Paris,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",N3L 3G2 
294335,19740909,Lakefield Co-Operative Nursery School Incorporated,Childcare Co-operatives,"<abbr title=""not available"">N/A</abbr>",51,"Regent <abbr title=""Street"">St</abbr>","<abbr title=""not available"">N/A</abbr>",Lakefield,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",K0L 2H0 
295267,19741108,"The Elora Co-Operative Pre-School <abbr title=""Incorporated"">Inc.</abbr>",Childcare Co-operatives,"<abbr title=""not available"">N/A</abbr>",75A,Geddes Street,"<abbr title=""not available"">N/A</abbr>",Elora,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",N0B 1S0 
295324,19740927,Toronto And District Parent Co-Operative Preschool Corporation,Childcare Co-operatives,63512,1571,Sandhurst Circle,"<abbr title=""not available"">N/A</abbr>",Toronto,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",M1V 1V0 
296185,19741115,"Waterloo Co-Operative Preschool <abbr title=""Incorporated"">Inc.</abbr>",Childcare Co-operatives,"<abbr title=""not available"">N/A</abbr>",22,Bridgeport Rd W,"<abbr title=""not available"">N/A</abbr>",Waterloo,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",N2L 2Y3
296838,19741202,"Great Beginnings Child Centered Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Childcare Co-operatives,"<abbr title=""not available"">N/A</abbr>",820,California Avenue,"<abbr title=""not available"">N/A</abbr>",Windsor,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",N9B 3T3 
296904,19741204,"<abbr title=""Saint"">St.</abbr> George Co-Operative Nursery School <abbr title=""Incorporated"">Inc.</abbr>",Childcare Co-operatives,"<abbr title=""not available"">N/A</abbr>",50,"Beverly <abbr title=""Street"">St</abbr> East","<abbr title=""Post Office"">P.O.</abbr> Box 353",St George,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",N0E 1N0 
297558,19741119,"Glen Cameron For Kids Co-Operative Day Care <abbr title=""Incorporated"">Inc.</abbr>",Childcare Co-operatives,"<abbr title=""not available"">N/A</abbr>",211,Cameron Avenue,"<abbr title=""not available"">N/A</abbr>",Toronto,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",M2N 1E8 
297676,19741230,"Kiddies Korner Co-Operative (Petrolia) <abbr title=""Incorporated"">Inc.</abbr>",Childcare Co-operatives,"<abbr title=""not available"">N/A</abbr>",404,"Princess <abbr title=""Street"">St</abbr>","<abbr title=""Post Office"">P.O.</abbr> Box 1258",Petrolia,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",N0N 1R0 
298091,19741230,"Westdale Co-Operative Preschool <abbr title=""Incorporated"">Inc.</abbr>",Childcare Co-operatives,"<abbr title=""not available"">N/A</abbr>",99,North Oval,"<abbr title=""not available"">N/A</abbr>",Hamilton,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",L8S 3Z2 
298378,19750213,"Lakeside Co-Operative Playschool <abbr title=""Incorporated"">Inc.</abbr>",Childcare Co-operatives,"<abbr title=""not available"">N/A</abbr>",2423,Queen Street East,"<abbr title=""not available"">N/A</abbr>",Toronto,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",M4E 1H6
298422,19750109,"Caledon Co-Operative Nursery School <abbr title=""Incorporated"">Inc.</abbr>",Childcare Co-operatives,"<abbr title=""not available"">N/A</abbr>",18313,Hurontario Street,"<abbr title=""not available"">N/A</abbr>",Caledon,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",L7K 0X7 
298536,19750110,"Pied Piper Co-Operative Pre-School Of Hamilton <abbr title=""Incorporated"">Inc.</abbr>",Childcare Co-operatives,"<abbr title=""not available"">N/A</abbr>",21,Stone Church Road West,"<abbr title=""not available"">N/A</abbr>",Hamilton,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",L9B 1A1 
298893,19750211,Avon Co-Operative Nursery School Incorporated,Childcare Co-operatives,"<abbr title=""not available"">N/A</abbr>",194,Avondale Avenue,"<abbr title=""not available"">N/A</abbr>",Stratford,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",N5A 6N4 
298922,19750204,"Baylawn Co-Operative Preschool <abbr title=""Incorporated"">Inc.</abbr>",Childcare Co-operatives,"<abbr title=""not available"">N/A</abbr>",25,Havenview Road,"<abbr title=""not available"">N/A</abbr>",Scarborough,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",M1S 3A4 
